web-scraper-order,web-scraper-start-url,artifact_links,artifact_links-href,artifact_metadata
1677785246-368,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,GA0002,https://digital.libraries.uc.edu/oesper/museum/case19/shelf_01/GA0002/index.php,"Location: Case 19, Gas and Blowpipe Analysis (Top shelf, center)



Item: No. GA0002, Hempel gas pipette



Inventor: Walther Hempel, 1880 


Dimensions: 5"" x 9"" x 14"" 



Period Represented: circa 1900 




Source: Donated by Chemistry Department, DePauw University, Greencastle, IN. 



Status: Original



Condition: Excellent"
1677785248-369,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,GA0001,https://digital.libraries.uc.edu/oesper/museum/case19/shelf_01/GA0001/index.php,"Location: Case 19, Gas and Blowpipe Analysis (Top shelf, left)



Item: No. GA0001, Orsat apparatus



Inventor: M. Orsat, 1873 


Dimensions: 53⁄4"" x 111⁄2"" x 20""



Period Represented: circa 1950 




Source: Donated by Robert Hermes



Status: Original



Condition: Excellent"
1677785250-370,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,PN0008,https://digital.libraries.uc.edu/oesper/museum/case12/shelf_02/PN0008/index.php,"Location: Case 12, Pneumatic Chemistry II (Bottom shelf)



Item: No. PN0008, Retort, charcoal furnace, pneumatic trough and gas bladder



Dimensions: Entire Array: 15"" x 29"" x 35""



Period Represented: c. 1780




Source: Various: Retort donted by the University of Wisconsin-Madison; collection cylinders donated by the University of Cincincinnati Physics Department, furnance and pneumatic trough constructed by Rudy Thomas



Status: Reproduction



Condition: Excellent"
1677785252-371,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,PN0003,https://digital.libraries.uc.edu/oesper/museum/case11/shelf_02/PN0003/index.php,"Location: Case 11, Pneumatic Chemistry I (Central shelf)



Item: No. PN0003, Retort, charcoal furnace and gas bladder receiver




Dimensions: 7"" x 10.5"" x 29""



Period Represented: circa 1775



Use: See period descriptions



Source: UC Purchase



Status: Reproduction built by W. B. Jensen and R. Thomas based on period woodcuts



Condition: Excellent"
1677785254-372,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,MW0001,https://digital.libraries.uc.edu/oesper/museum/case17/shelf_01/MW0001/index.php,"Location: Case 17, Molecular Weight Determination  (Top shelf, left)



Item: No. MW0001, Beckmann freezing-point apparatus



Inventor: E. Beckmann, 1888


Dimensions:  Without support stand: 31/4"" x 7"" x 261/2""



Period Represented: c. 1890



Manufacturer: D.R.G.M. 33768 printed in blue on ceramic ice bath



Source: Various: Ceramic ice bath with mica windows and tube insert: Oberlin College; Stand, clamp and Beckmann thermometer: University of Cincinnati Chemistry Department



Status:  Restoration



Condition: Excellent"
1677785257-373,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,GL0007-GL0011,https://digital.libraries.uc.edu/oesper/museum/case06/shelf_02/GL0007-GL0011/index.php,"Location: Case 06, Basic Apparatus (Second shelf from top)



Item: No. GL0007-GL0011, Assorted lime glass and early borosilicate glass flasks



Inventor: The round or florence flask is traditional and evolved out of wine bottles. The conical form was popularized by Emil Erlenmeyer in the 1870s


Dimensions: Florence: 500 mL – 200 mL; Conical: 500 mL – 250 mL



Period Represented: Lime glass: c. 1890; Borosilicate glass: c. 1916



Manufacturer: Lime glass: unknown: Borosilicate glass: Corning Glass (ring neck); Fry Glass (conical)



Source: Various, including Bert Ramsay, Eastern Michigan University-Ypsilanti, W. B. Jensen, and  the Ohio College of Applied Science



Status: Original



Condition: Excellent"
1677785259-374,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,FL0007,https://digital.libraries.uc.edu/oesper/museum/case14/shelf_02/FL0007/index.php,"Location: Case 14, Separations and Extractions (bottom shelf, right foreground)



Item: No. FL0007, Brass funnel coil for hot or cold filtration


Dimensions: Coil only: 53/4"" x 6"" x 8""



Period Represented: c. 1920 




Source: Donated by the Oberlin  Historical Society 



Status: Original



Condition: Good"
1677785261-375,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,FL0006,https://digital.libraries.uc.edu/oesper/museum/case14/shelf_02/FL0006/index.php,"Location: Case 14, Brass apparatus for hot filtration (bottom shelf, far right)



Item: No. FL0006, Brass funnel jacket for hot filtration 


Dimensions: 61/2"" x 8"" x 14""



Period Represented: c. 1930 



Source: Funnel and stand donated by Marcel Gridinic, University of Wisconsin-Wausau; burner by Ohio College of Applied Science, Cincinnati, OH.



Status: Original



Condition: Excellent"
1677785263-376,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,FL0005,https://digital.libraries.uc.edu/oesper/museum/case14/shelf_02/FL0005/index.php,"Location: Case 14, Separations and Extractions (bottom shelf, center)



Item: No. FL0005, Wooden filtration stand and accessories


Dimensions: Entire array: 41/2"" x 15"" x 16"" 



Period Represented: c. 1880 



Manufacturer: Label on lid to wooden container of filter paper reads “J. A Munketell’s Genuine Swedish Filter Paper” 



Source: Various: Stand donated by the Capital University, Columbus OH; funnels by the University of Cincinnati Chemistry Department; lime-glass beakers by Bert Ramsay, Eastern Michigan University-Ypsilanti; filter-paper container by the Tanner’s Laboratory, Cincinnati, OH. 



Status: Original



Condition: Fair. Extensive chemical staining of stand, filter paper container and label are fragile"
1677785265-377,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,FL0003-FL0004,https://digital.libraries.uc.edu/oesper/museum/case14/shelf_02/FL0003-FL0004/index.php,"Location: Case 14, Separations and Extractions (bottom shelf, center foreground)



Item: No. FL0003-FL0004, Porcelain supports for cloth filtration


Dimensions: Support with small holes: 51/2"" x 51/2"" x 6""; support with large holes: 51/4"" x 51/4"" x 61/4"" 



Period Represented: c. 1900 (large holes) and c. 1920 (small holes) 



Manufacturer: Support with small holes has “Coors USA, 4 2K” marked in the glazing



Source: Various: Support with small holes donated by Tanner’s Laboratory, Cincinnati, OH and that with the large holes by the Oberlin Historical Society 



Status: Original



Condition: Excellent"
1677785267-378,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,FL0002,https://digital.libraries.uc.edu/oesper/museum/case14/shelf_02/FL0002/index.php,"Location: Case 14, Separations and Extractions (bottom shelf, left)



Item: No. FL0002, Buchner vacuum filtration setup with phpirator and pressure gauge



Inventor: Funnel: E. Buchner, 1888 


Dimensions: Entire array: 4"" x 111/2"" x 121/2"" 



Period Represented: c. 1890 



Manufacturer: TRADE MARK B (in a circle) printed on the face of the vacuum gauge 



Source: : Various: Flask donated by Bert Ramsay, Eastern Michigan University-Ypsilanti; phpirator/pressure gauge by the Oberlin Historical Society; Buchner funnel by the University of Cincinnati Chemistry Department



Status: Restoration



Condition: Good. Some corrosion on phpirator and gauge, glass face on gauge is cracked"
1677785269-379,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,H0023,https://digital.libraries.uc.edu/oesper/museum/case04/shelf_03/H0023/index.php,"Location: Case 04, Heating Devices and Assaying Equipment (Third shelf, middle foreground)



Item: No. H0023, Ring burner



Dimensions: 5.5"" x 13.5""



Period Represented: circa 1890



Source: Donated by the Oberlin Historical Society



Status: Original



Condition: Good. Brass is extensively tarnished"
1677785271-380,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,EC0010,https://digital.libraries.uc.edu/oesper/museum/case16/shelf_02/EC0010/index.php,"Location: Case 16, Electrochemistry  (Bottom shelf, far right)



Item: No. EC0010, Hofmann electrolysis cell (H-form)



Inventor: A. W. Hofmann, 1865 


Dimensions: With stand: 81⁄2"" x 81⁄2"" x 201⁄2""



Period Represented: c. 1910 



Manufacturer: Etched at bottom of each collection arm: SMC, 53 indicating that it was made for the Scientific Materials Co. of Pittsburgh. The calibrations are etched in ccm



Source: Various: Glass apparatus donated by Bert Ramsay, Eastern Michigan University-Ypsilanti, MI; stand, clamps and electrodes reconstructed by Rudi Thomas



Status: Restoration



Condition: Excellent"
1677785273-381,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,EC0008,https://digital.libraries.uc.edu/oesper/museum/case16/shelf_02/EC0008/index.php,"Location: Case 16, Electrochemistry (Bottom shelf, center foreground)



Item: No. EC0008, Electrolysis cell


Dimensions: 41⁄2"" x 61⁄4"" x 101⁄2"" 



Period Represented: c. 1850 



Manufacturer: Engraved on wooden lid: J. W. Queen & Co., Philadelphia 



Source:  Oesper Purchase 



Status: Original



Condition: Excellent"
1677785275-382,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,EC0006,https://digital.libraries.uc.edu/oesper/museum/case16/shelf_02/EC0006/index.php,"Location: Case 16, Electrochemistry (Bottom shelf, far left)



Item: No. EC0006, Hofmann electrolysis cell (V-form)



Inventor: A. W.  Hofmann, 1865 


Dimensions: 10"" x 11"" x 25""



Period Represented: c. 1890 



Manufacturer:  E & A molded on base indicating that it was purchased from the firm of Eimer and Amend of New York



Source: Donated by the Hughes High School, Cincinnati, OH. 



Status: Original



Condition: Good. Some corrosion of base"
1677785277-383,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,EC0012,https://digital.libraries.uc.edu/oesper/museum/case20/shelf_02/EC0012/index.php,"Location: Case 20, Instrumentation I (Middle shelf, right)



Item: No. EC0012, Apparatus for electrogravimetric analysis



Inventor: Wolcott Gibbs, 1864 


Dimensions: Battery: 4"" x 81⁄2"";  Stand: 3"" x 141⁄2"" 



Period Represented: c. 1880




Source: Various.  Battery donated by Richard Davis, College of Mount St. Joseph, Cincinnati, OH; Clamps donated by Steven Foreen, Wausau, WI; Stand donated by Edwin Larsen, University of Wisconsin-Madison; Lime glass beaker donated by Bert Ramsay, Eastern Michigan University-Ypsilanti; Pt electrode donated by the University of Cincinnati Chemistry Department 



Status: Restoration



Condition: Excellent. Clamps are tarnished"
1677785279-384,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,DS0013,https://digital.libraries.uc.edu/oesper/museum/case09/shelf_02/DS0013/index.php,"Location: Case 09, Distillation III  (Middle shelf, right)



Item: No. DS0013, Three-necked retort receiver with woven support ring



Inventor: Multi-necked receivers first appear in the 18th century


Dimensions: 61⁄2"" x 13"" 



Period Represented: c. 1890




Source: Donated by the Oberlin College Chemistry Department



Status: Original



Condition: Excellent"
1677785281-385,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,DS0012,https://digital.libraries.uc.edu/oesper/museum/case09/shelf_02/DS0012/index.php,"Location: Case 09, Distillation III (Middle shelf, left)



Item: No. DS0012, Brown-glass retort with quilled receiver and charcoal furnace



Inventor: Retorts first appear around 1400


Dimensions:  6"" x 11"" x 22""



Period Represented: 18th century




Source: Made by Rudy Thomas



Status: Reproduction



Condition: Excellent"
1677785283-386,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,DS0006,https://digital.libraries.uc.edu/oesper/museum/case08/shelf_02/DS0006/index.php,"Location: Case 08, Distillation II (Bottom shelf, right)



Item: No. DS0006, Assorted fractionation columns and adapters



Inventor: Various


Dimensions: Receiver adapter: 1"" x 4"" x 5""; Wurtz fractionation column (two bulb): 1"" x 7"" x 10""; Snyder fractionation column: 3/4"" x 6""x 9"" 



Period Represented: c. 1930




Source: Donated by University of Cincinnati Department of Chemistry



Status: Original



Condition: Excellent"
1677785285-387,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,DS0003,https://digital.libraries.uc.edu/oesper/museum/case08/shelf_01/DS0003/index.php,"Location: Case 08, Distillation II (Top shelf, center)



Item: No. DS0003, Brühl fraction collector for vacuum distillation



Inventor: Julius Wilhelm Brühl, 1883


Dimensions: 51⁄2"" x 12""



Period Represented: c. 1900




Source: Donated by the University of Cincinnati Biology Department



Status: Original



Condition: Excellent"
1677785287-388,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,DS0001,https://digital.libraries.uc.edu/oesper/museum/case07/shelf_01/DS0001/index.php,"Location: Case 07, Distillation I (Bottom shelf)



Item: No. DS0001, 17th-century alembic, furnace, bellows, and assorted flasks



Inventor: Alembics date from 2nd century Alexandria. The long-necked boiling flask was also known as an ostrich


Dimensions: Entire array: 16"" x 35"" x 61"" Since this is too large to fit in the display case, the original pottery furnace is temporarily replaced by a small metal brazier when on display  



Period Represented: 17th century




Source: Donated by W. B. Jensen



Status: Reproduction by W. B. Jensen



Condition: Excellent"
1677785289-389,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,PN0007,https://digital.libraries.uc.edu/oesper/museum/case12/shelf_01/PN0007/index.php,"Location: Case 10, Pneumatic Chemistry II (Top shelf)



Item: No. PN0007, Gas generator, reagents, safety trap, pneumatic trough, and deflagration spoon


Dimensions: Entire Array: 41⁄2"" x 13"" x 29"" 



Period Represented: c. 1870




Source: Various: Woulfe bottles donated by the De Pauw University; reagent bottles, deflagration spoon, and collection cylinders donated by the University of Cincinnati Chemistry Department; pneumatic trough Oesper purchase 



Status: Restoration



Condition: Excellent"
1677785291-390,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,H0019,https://digital.libraries.uc.edu/oesper/museum/case04/shelf_03/H0019/index.php,"Location: Case 04, Heating Devices and Assaying Equipment (Third shelf, far right)



Item: No. H0019, Roger ring burner for crucibles



Inventor: Roger


Dimensions: 4"" x 9.5""



Period Represented: circa 1912




Source: Donated by the Tanner's Laboratory, Cincinnati



Status: Original



Condition: Very good"
1677785294-391,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,H0018,https://digital.libraries.uc.edu/oesper/museum/case04/shelf_03/H0018/index.php,"Location: Case 04, Heating Devices and Assaying Equipment (Third shelf, right)



Item: No. H0018, All ceramic corrosion-proof Chaddock burner with optional crucible support



Inventor: Chaddock


Dimensions: 4"" x 8.75"" without crucible support



Period Represented: circa 1896



Manufacturer: ""CHADDOCKS PAT. OCT. 27 96"" molded into both rim of base and rim of crucible support



Source: Donated by Oberlin Historical Society



Status: Original



Status: Good"
1677785296-392,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,DS0005,https://digital.libraries.uc.edu/oesper/museum/case08/shelf_02/DS0005/index.php,"Location: Case 08, Distillation II (Bottom shelf, left)



Item: No. DS0005, Assorted reflux condensers



Inventor: Various


Dimensions: Allihin bulb form: 11⁄2"" x 111⁄2""; Graham coil form: 11⁄2"" x 13""



Period Represented: c. 1930




Source: Donated by the University of Cincinnati Chemistry Department



Status: Original



Condition: Excellent"
1677785298-393,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,DS0004,https://digital.libraries.uc.edu/oesper/museum/case08/shelf_01/DS0004/index.php,"Location: Case 08, Distillation II (Top shelf, right)



Item: No. DS0004, Liebig counter-current condenser with iron stand



Inventor: J. Liebig


Dimensions: Entire Array: 7"" x 221⁄2"" x 24""



Period Represented: c. 1890




Source: Stand donated by Oberlin Historical Society; Condenser donated by Xavier University



Status: Original



Condition: Good. Some corrosion of stand"
1677785300-394,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,DS0002,https://digital.libraries.uc.edu/oesper/museum/case08/shelf_01/DS0002/index.php,"Location: Case 08, Distillation II (Top shelf, left)



Item: No. DS0002, Crushed ice condenser for highly-volatile liquids



Dimensions: 4"" x 21""



Period Represented: c. 1900




Source: Donated by Oberlin Historical Society



Status: Original



Condition: Fair"
1677785302-395,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,CA0012,https://digital.libraries.uc.edu/oesper/museum/case10/shelf_03/CA0012/index.php,"Location: Case 10, Combustion Analysis (Bottom shelf)



Item: No. CA0012, Combustion train (carbon and hydrogen analysis)


Dimensions: Entire array arranged linearly: 4'6"" x 93⁄4"" x 23""



Period Represented: c. 1900 




Source: Original parts various, replacement parts  by Rudy Thomas 



Status: Restoration



Condition: Good"
1677785304-396,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,CA0010,https://digital.libraries.uc.edu/oesper/museum/case10/shelf_02/CA0010/index.php,"Location: Case 10, Combustion Analysis (Middle shelf)



Item: No. CA0010, Early Liebig combustion train (option for nitrogen analysis)



Inventor: J. Liebig, 1839 


Dimensions: 2' 1"" x 3' 6"" x 5"" 



Period Represented: c. 1839




Source: Furnace reproduction donated by Mel Usselman, University of Western Ontario 



Status: Restoration



Condition: Excellent"
1677785306-397,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,CA0009,https://digital.libraries.uc.edu/oesper/museum/case10/shelf_02/CA0009/index.php,"Location: Case 10, Combustion Analysis (Middle shelf)



Item: No. CA0009, Early Liebig combustion train (option for carbon and hydrogen analysis)



Inventor: J. Liebig, 1839 


Dimensions: 2' 11"" x 5"" x 81⁄4"" 



Period Represented: c. 1839 




Source: Furnace reproduction donated by Mel Usselman, University of Western Ontario



Status: Restoration



Condition: Excellent"
1677785308-398,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,CL0010,https://digital.libraries.uc.edu/oesper/museum/case21/shelf_03/CL0010/index.php,"Location: Case 21, Instrumentation II  (Bottom shelf, right)



Item: No. CL0010, Wooden wedge colorimeter with standards and calibration charts for water analysis


Dimensions: Storage box: 4"" x 84⁄3"" x 12"" Wooden viewer sans light box: 2"" x 23⁄4"" x 63⁄4"" 



Period Represented: c. 1900



Manufacturer: Impressed into side of wooden viewer: F. Hellige & Co, Freiberg ⁄ 8, DRGM 



Source: Donated by Bert Ramsay, Eastern Michigan University, Ypsilanti, MI. 



Status: Original 



Condition: Good. Crack in the lid of the storage box, three of the wedge standards are missing"
1677785310-399,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,CL0008,https://digital.libraries.uc.edu/oesper/museum/case21/shelf_02/CL0008/index.php,"Location: Case 21, Instrumentation II (Middle shelf, far right)



Item: No. CL0008, Leitz wedge colorimeter with electric light source


Dimensions: 31⁄2"" x 81⁄2"" x 121⁄2""



Period Represented: 1920



Manufacturer: Plate on front: E. Leitz, New York 



Source: Donated by Melvin G.  Mellon, Purdue University 



Status: Original 



Condition: Good. Some chipping of paint and deterioration of the electrical cord"
1677785312-400,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,CL0007,https://digital.libraries.uc.edu/oesper/museum/case21/shelf_02/CL0007/index.php,"Location: Case 21, Instrumentation II  (Middle shelf, right)



Item: No. CL0007, Hellige wedge colorimeter


Dimensions: 31⁄2"" x 4"" x 7""



Period Represented: c. 1910



Manufacturer: Plate on front: F. Hellige Co., Freiberg, Germany 



Source: Donated by Melvin G. Mellon, Purdue University



Status: Original 



Condition: Excellent"
1677785314-401,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,CL0006,https://digital.libraries.uc.edu/oesper/museum/case21/shelf_02/CL0006/index.php,"Location: Case 21, Instrumentation II (Middle shelf, center)



Item: No. CL0006, Bock-Benedict balancing colorimeter



Inventor: Stanley Benedict


Dimensions: 5"" x 5"" x 9""



Period Represented: c. 1920




Source: Donated by Benjamin Gross, University of Tennessee at Chattanooga 



Status: Original 



Condition: Very good. Some tarnishing of the nickel plating"
1677785316-402,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,CL0005,https://digital.libraries.uc.edu/oesper/museum/case21/shelf_02/CL0005/index.php,"Location: Case 21, Instrumentation II  (Middle shelf, left)



Item: No. CL0005, Wolff balancing colorimeter



Inventor: C.H. Wolff, 1879


Dimensions: 51⁄2"" x 63⁄4"" x 161⁄2""



Period Represented: c. 1880



Manufacturer: Etched below the eye piece: A. Krüss, Optische Institut, Hamburg



Source: Donated by the Oberlin Historical Society 



Status: Original 



Condition: Very good. Refurbished by R. Thomas.  Right drainage stopcock is missing.  The white background plate is a modern replacement"
1677785318-403,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,CL0004,https://digital.libraries.uc.edu/oesper/museum/case21/shelf_02/CL0004/index.php,"Location: Case 21, Instrumentation II (Middle shelf, far left)



Item: No. CL0004, Duboscq balancing colorimeter



Inventor: Jules Duboscq, 1868


Dimensions: 5"" x 6"" x 151⁄2""



Period Represented: c. 1880




Source: Donated by the Tanner’s Laboratory, Cincinnati, OH. 



Status: Original 



Condition: Very good. Some corrosion on upper surface of base"
1677785320-404,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,CL0003,https://digital.libraries.uc.edu/oesper/museum/case21/shelf_01/CL0003/index.php,"Location: Case 21, Instrumentation II (Top shelf, right)



Item: No. CL0003, Hellige disk colorimeter with electric light source


Dimensions: 41⁄2"" x 12"" x 14""



Period Represented: c. 1920



Manufacturer: Plates on side of viewer and base of stand: F. Hellige & Co, Freiberg, Germany 



Source: Donated by Melvin G. Mellon, Purdue University



Status: Original 



Condition: Good. Some deterioration of electrical cord"
1677785322-405,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,CL0002,https://digital.libraries.uc.edu/oesper/museum/case21/shelf_01/CL0002/index.php,"Location: Case 21, Instrumentation II (Top shelf, center)



Item: No. CL0002, LaMotte comparison colorimeter with sealed pH standards


Dimensions: Wooden block combination viewer and storage stand with lid: 2"" x 6"" x 12""



Period Represented: c. 1940



Manufacturer: LaMotte Chemical Products, Baltimore, MD.  So indicated on the labels for the standards and molded into the metal frame of the light screen 



Source: Donated by Richard Davis, College of Mount St. Joseph, Cincinnati, OH.



Status: Original 



Condition: Excellent"
1677785325-406,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,CL0001,https://digital.libraries.uc.edu/oesper/museum/case21/shelf_01/CL0001/index.php,"Location: Case 21, Instrumentation II (Top shelf, left)



Item: No. CL0001, Hellige disk colorimeter with sample tubes and color comparison wheels


Dimensions: 3"" x 31⁄2"" x 41⁄2""



Period Represented: c. 1920



Manufacturer: F. Hellige, Freiberg (identical, save for stand and light to item CL0003).  Paper label on front: Eimer & Amend, New York.  Color disks: Germany printed on the edge 



Source: Donated by Melvin G. Mellon, Purdue University 



Status: Original 



Condition: Good.  Some deterioration of paint"
1677785327-407,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,HD0009,https://digital.libraries.uc.edu/oesper/museum/case15/shelf_02/HD0009/index.php,"Location: Case 15, Hardware (bottom shelf, center left)



Item: No. HD0009, Wood stand with assorted wood utility clamps


Dimensions: 5"" x 9"" x 233⁄4""; Clamps: 7"" - 18"" in length



Period Represented: the span c. 1850-1870 




Source: Various: including Capital University, Columbus, OH; University of Cincinnati Physics Department; and Wausau Senior High School, Wausau, WI.



Status: Original



Condition: Good to Excellent"
1677785329-408,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,HD0008,https://digital.libraries.uc.edu/oesper/museum/case15/shelf_02/HD0008/index.php,"Location: Case 15, Hardware (bottom shelf, far left)



Item: No. HD0008, Gay-Lussac universal support stand (wood)



Inventor: J. L. Gay-Lussac, c. 1830


Dimensions: 61⁄2"" x 91⁄2"" x16"" 



Period Represented: c. 1850 




Source: Donated by the Capital University, Columbus OH. 



Status: Original



Condition: Good to Excellent"
1677785331-409,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,HD0003,https://digital.libraries.uc.edu/oesper/museum/case15/shelf_01/HD0003/index.php,"Location: Case 15, Hardware (top shelf, center left)



Item: No. HD0003, Metal stand with assorted utility clamps 


Dimensions: Stand: 51⁄4"" x 8"" x 213⁄4"" ; Clamps: 6"" - 8"" in length



Period Represented: Clamps span the period 1900-1920




Source: Various, though the majority were donated by the University of Cincinnati Chemistry Department



Status: Original



Condition: Good. Some corrosion and pitting"
1677785333-410,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,PR0001-PR0002,https://digital.libraries.uc.edu/oesper/museum/case06/shelf_04/PR0001-PR003/index.php,"Location: Case 06, Basic Apparatus  (Fourth shelf)



Item: No. PR0001-PR003, Assorted porcelain casseroles and evaporating dishes


Dimensions: Evaporating dishes: 51⁄2"" down to 2"" diameter; Casserole with variable rings: 3"" x 81⁄4""; Casserole with wooden handle: 21⁄2"" x 101⁄2"" 



Period Represented: 1890-1940



Manufacturer: All items save the casserole with the wooden handle are marked ""Coors USA""



Source: Casseroles donated by the Oberlin Historical Society; Evaporating dishes donated by University of Cincinnati Department of Chemistry



Status: Original



Condition: Excellent"
1677785335-411,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,PN0005,https://digital.libraries.uc.edu/oesper/museum/case11/shelf_03/PN0005/index.php,"Location: Case 11, Pneumatic Chemistry I (Bottom shelf, center)



Item: No. PN0005, Burning lens with pneumatic trough and bell jar



Inventor: Joseph Priestley, 1733-1804



Dimensions: Lens: 6.5"" x 10"" x 14"", Trough: 4.5"" x 13"", Bell Jar: 10"" x 11"", Support Stand: 3"" x 6""



Period Represented: circa 1774




Use: See period descriptions



Source: Bell Jar and Trough: UC Purchase; Support Stand and Dish: Oberlin Historical Society



Status: Modern reproduction built by W. B. Jensen and R. Thomas based on period descriptions



Condition: Excellent"
1677785337-412,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,PN0004,https://digital.libraries.uc.edu/oesper/museum/case11/shelf_03/PN0004/index.php,"Location: Case 11, Pneumatic Chemistry I (Bottom shelf, left)



Item: No. PN0004, Apparatus for the preparation of oxygen gas



Inventor: Joseph Priestley, 1733-1804



Dimensions: Lens: 6.5"" x 10"" x 14"", Trough: 2"" x 5"", Phial: 1.25"" x 5""



Period Represented: circa 1774




Use: See period descriptions



Source: UC Purchase



Status: Reproduction built by W. B. Jensen and R. Thomas based on period descriptions and modern reproductions in the London Science Museum



Condition: Excellent"
1677785340-413,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,EX0002,https://digital.libraries.uc.edu/oesper/museum/case14/shelf_01/EX0002/index.php,"Location: Case 14, Separations and Extractions (Top shelf, center background)



Item: No. EX0002, Glass extraction or percolation cone


Dimensions: Cone only: 5"" x 5"" x 13""



Period Represented: c. 1890 




Source: Donated by the University of Wisconsin-Madison School of Pharmacy 



Status: Original



Condition: Good. Some devitrification of the glass"
1677785342-414,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,V0019,https://digital.libraries.uc.edu/oesper/museum/case05/shelf_03/V0019/index.php,"Location: Case 05, Volumetric Apparatus (Bottom shelf, left front)



Item: No. V0019, Binks or English burette with wooden stand 



Inventor: Appeared sometime before 1855 


Dimensions: With base: 53⁄4"" x 18"" (25 mL) 



Period Represented: c. 1870




Source: Donated by the DePauw University Chemistry Department



Status: Original



Condition: Excellent"
1677785344-415,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,V0018,https://digital.libraries.uc.edu/oesper/museum/case05/shelf_03/V0018/index.php,"Location: Case 05, Volumetric Apparatus (Bottom shelf, left front)



Item: No. V0018, Gay-Lussac burette with wooden stand



Inventor: J. L. Gay-Lussac, 1832


Dimensions: With base: 5"" x 22"" (50 mL) 



Period Represented: c. 1840 



Manufacturer: Paper label near lip reads ""Made in Germany""



Source: Donated by the DePauw University Chemistry Department 



Status: Original



Condition: Excellent"
1677785346-416,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,V0015,https://digital.libraries.uc.edu/oesper/museum/case05/shelf_03/V0015/index.php,"Location: Case 05, Specific Gravity and Volumetric Apparatus (Bottom shelf, far left front)



Item: No. V0015, Descroizilles chlorometer or ""Berthollimeter"" with accompanying pipette and beaker



Inventor: F. A. H. Descroizilles, 1791 


Dimensions: 2"" x 93⁄4"" (50 mL) 



Period Represented:  c. 1850 



Manufacturer: Etched horizontally: ""Inventé par Descroizilles, voir les Notices""  Etched vertically: ""à Paris chez l'Ingr Chevallier place du point neuf 15""



Source: Oesper Purchase 



Status: Original



Condition: Excellent"
1677785348-417,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,V0022,https://digital.libraries.uc.edu/oesper/museum/case05/shelf_03/V0022/index.php,"Location: Case 05, Volumetric Apparatus (Bottom shelf, right)



Item: No. V0022, Mohr burettes with wooden support stand, assorted pinch clamps, and burette floats



Inventor: F. Mohr, 1855 


Dimensions:  Entire array: 43⁄4"" x 14"" x 24""



Period Represented: c. 1890 



Source: Stand donated by the Department of Chemistry of Purdue University, burettes and floats donated by the Department of Chemistry, University of Tennessee-Chattanooga; clamps donated by the Department of Chemistry, University of Cincinnati 



Status: Original



Condition: Excellent"
